name,type,value,date
随州,,1307,2020-03-12
襄阳,,1175,2020-03-12
十堰,,672,2020-03-12
鄂州,,1394,2020-03-12
黄石,,1015,2020-03-12
宜昌,,931,2020-03-12
恩施州,,252,2020-03-12
仙桃,,575,2020-03-12
天门,,496,2020-03-12
潜江,,198,2020-03-12
神农架,,11,2020-03-12
武汉,,49995,2020-03-13
黄冈,,2907,2020-03-13
孝感,,3518,2020-03-13
荆门,,928,2020-03-13
咸宁,,836,2020-03-13
荆州,,1580,2020-03-13
随州,,1307,2020-03-13
襄阳,,1175,2020-03-13
十堰,,672,2020-03-13
鄂州,,1394,2020-03-13
黄石,,1015,2020-03-13
宜昌,,931,2020-03-13
恩施州,,252,2020-03-13
仙桃,,575,2020-03-13
天门,,496,2020-03-13
潜江,,198,2020-03-13
神农架,,11,2020-03-13
武汉,,49999,2020-03-14
黄冈,,2907,2020-03-14
孝感,,3518,2020-03-14
荆门,,928,2020-03-14
咸宁,,836,2020-03-14
荆州,,1580,2020-03-14
随州,,1307,2020-03-14
襄阳,,1175,2020-03-14
十堰,,672,2020-03-14
鄂州,,1394,2020-03-14
黄石,,1015,2020-03-14
宜昌,,931,2020-03-14
恩施州,,252,2020-03-14
仙桃,,575,2020-03-14
天门,,496,2020-03-14
潜江,,198,2020-03-14
神农架,,11,2020-03-14
武汉,,50003,2020-03-15
黄冈,,2907,2020-03-15
孝感,,3518,2020-03-15
荆门,,928,2020-03-15
咸宁,,836,2020-03-15
荆州,,1580,2020-03-15
随州,,1307,2020-03-15
襄阳,,1175,2020-03-15
十堰,,672,2020-03-15
鄂州,,1394,2020-03-15
黄石,,1015,2020-03-15
宜昌,,931,2020-03-15
恩施州,,252,2020-03-15
仙桃,,575,2020-03-15
天门,,496,2020-03-15
潜江,,198,2020-03-15
神农架,,11,2020-03-15
武汉,,50004,2020-03-16
黄冈,,2907,2020-03-16
孝感,,3518,2020-03-16
荆门,,928,2020-03-16
咸宁,,836,2020-03-16
荆州,,1580,2020-03-16
随州,,1307,2020-03-16
襄阳,,1175,2020-03-16
十堰,,672,2020-03-16
鄂州,,1394,2020-03-16
黄石,,1015,2020-03-16
宜昌,,931,2020-03-16
恩施州,,252,2020-03-16
仙桃,,575,2020-03-16
天门,,496,2020-03-16
潜江,,198,2020-03-16
神农架,,11,2020-03-16
武汉,,50005,2020-03-17
黄冈,,2907,2020-03-17
孝感,,3518,2020-03-17
荆门,,928,2020-03-17
咸宁,,836,2020-03-17
荆州,,1580,2020-03-17
随州,,1307,2020-03-17
襄阳,,1175,2020-03-17
十堰,,672,2020-03-17
鄂州,,1394,2020-03-17
黄石,,1015,2020-03-17
宜昌,,931,2020-03-17
恩施州,,252,2020-03-17
仙桃,,575,2020-03-17
天门,,496,2020-03-17
潜江,,198,2020-03-17
神农架,,11,2020-03-17
武汉,,50005,2020-03-18
黄冈,,2907,2020-03-18
孝感,,3518,2020-03-18
荆门,,928,2020-03-18
咸宁,,836,2020-03-18
荆州,,1580,2020-03-18
随州,,1307,2020-03-18
襄阳,,1175,2020-03-18
十堰,,672,2020-03-18
鄂州,,1394,2020-03-18
黄石,,1015,2020-03-18
宜昌,,931,2020-03-18
恩施州,,252,2020-03-18
仙桃,,575,2020-03-18
天门,,496,2020-03-18
潜江,,198,2020-03-18
神农架,,11,2020-03-18
武汉,,50005,2020-03-19
黄冈,,2907,2020-03-19
孝感,,3518,2020-03-19
荆门,,928,2020-03-19
咸宁,,836,2020-03-19
荆州,,1580,2020-03-19
随州,,1307,2020-03-19
襄阳,,1175,2020-03-19
十堰,,672,2020-03-19
鄂州,,1394,2020-03-19
黄石,,1015,2020-03-19
宜昌,,931,2020-03-19
恩施州,,252,2020-03-19
仙桃,,575,2020-03-19
天门,,496,2020-03-19
潜江,,198,2020-03-19
神农架,,11,2020-03-19
武汉,,50005,2020-03-20
黄冈,,2907,2020-03-20
孝感,,3518,2020-03-20
荆门,,928,2020-03-20
咸宁,,836,2020-03-20
荆州,,1580,2020-03-20
随州,,1307,2020-03-20
襄阳,,1175,2020-03-20
十堰,,672,2020-03-20
鄂州,,1394,2020-03-20
黄石,,1015,2020-03-20
宜昌,,931,2020-03-20
恩施州,,252,2020-03-20
仙桃,,575,2020-03-20
天门,,496,2020-03-20
潜江,,198,2020-03-20
神农架,,11,2020-03-20
武汉,,50005,2020-03-21
黄冈,,2907,2020-03-21
孝感,,3518,2020-03-21
荆门,,928,2020-03-21
咸宁,,836,2020-03-21
荆州,,1580,2020-03-21
随州,,1307,2020-03-21
襄阳,,1175,2020-03-21
十堰,,672,2020-03-21
鄂州,,1394,2020-03-21
黄石,,1015,2020-03-21
宜昌,,931,2020-03-21
恩施州,,252,2020-03-21
仙桃,,575,2020-03-21
天门,,496,2020-03-21
潜江,,198,2020-03-21
神农架,,11,2020-03-21
武汉,,50005,2020-03-22
黄冈,,2907,2020-03-22
孝感,,3518,2020-03-22
荆门,,928,2020-03-22
咸宁,,836,2020-03-22
荆州,,1580,2020-03-22
随州,,1307,2020-03-22
襄阳,,1175,2020-03-22
十堰,,672,2020-03-22
鄂州,,1394,2020-03-22
黄石,,1015,2020-03-22
宜昌,,931,2020-03-22
恩施州,,252,2020-03-22
仙桃,,575,2020-03-22
天门,,496,2020-03-22
潜江,,198,2020-03-22
神农架,,11,2020-03-22
武汉,,50006,2020-03-23
黄冈,,2907,2020-03-23
孝感,,3518,2020-03-23
荆门,,928,2020-03-23
咸宁,,836,2020-03-23
荆州,,1580,2020-03-23
随州,,1307,2020-03-23
襄阳,,1175,2020-03-23
十堰,,672,2020-03-23
鄂州,,1394,2020-03-23
黄石,,1015,2020-03-23
宜昌,,931,2020-03-23
恩施州,,252,2020-03-23
仙桃,,575,2020-03-23
天门,,496,2020-03-23
潜江,,198,2020-03-23
神农架,,11,2020-03-23
武汉,,50006,2020-03-24
黄冈,,2907,2020-03-24
孝感,,3518,2020-03-24
荆门,,928,2020-03-24
咸宁,,836,2020-03-24
荆州,,1580,2020-03-24
随州,,1307,2020-03-24
襄阳,,1175,2020-03-24
十堰,,672,2020-03-24
鄂州,,1394,2020-03-24
黄石,,1015,2020-03-24
宜昌,,931,2020-03-24
恩施州,,252,2020-03-24
仙桃,,575,2020-03-24
天门,,496,2020-03-24
潜江,,198,2020-03-24
神农架,,11,2020-03-24
武汉,,50006,2020-03-25
黄冈,,2907,2020-03-25
孝感,,3518,2020-03-25
荆门,,928,2020-03-25
咸宁,,836,2020-03-25
荆州,,1580,2020-03-25
随州,,1307,2020-03-25
襄阳,,1175,2020-03-25
十堰,,672,2020-03-25
鄂州,,1394,2020-03-25
黄石,,1015,2020-03-25
宜昌,,931,2020-03-25
恩施州,,252,2020-03-25
仙桃,,575,2020-03-25
天门,,496,2020-03-25
潜江,,198,2020-03-25
神农架,,11,2020-03-25
武汉,,50006,2020-03-26
黄冈,,2907,2020-03-26
孝感,,3518,2020-03-26
荆门,,928,2020-03-26
咸宁,,836,2020-03-26
荆州,,1580,2020-03-26
随州,,1307,2020-03-26
襄阳,,1175,2020-03-26
十堰,,672,2020-03-26
鄂州,,1394,2020-03-26
黄石,,1015,2020-03-26
宜昌,,931,2020-03-26
恩施州,,252,2020-03-26
仙桃,,575,2020-03-26
天门,,496,2020-03-26
潜江,,198,2020-03-26
神农架,,11,2020-03-26
武汉,,50006,2020-03-27
黄冈,,2907,2020-03-27
孝感,,3518,2020-03-27
荆门,,928,2020-03-27
咸宁,,836,2020-03-27
荆州,,1580,2020-03-27
随州,,1307,2020-03-27
襄阳,,1175,2020-03-27
十堰,,672,2020-03-27
鄂州,,1394,2020-03-27
黄石,,1015,2020-03-27
宜昌,,931,2020-03-27
恩施州,,252,2020-03-27
仙桃,,575,2020-03-27
天门,,496,2020-03-27
潜江,,198,2020-03-27
神农架,,11,2020-03-27
武汉,,50006,2020-03-28
黄冈,,2907,2020-03-28
孝感,,3518,2020-03-28
荆门,,928,2020-03-28
咸宁,,836,2020-03-28
荆州,,1580,2020-03-28
随州,,1307,2020-03-28
襄阳,,1175,2020-03-28
十堰,,672,2020-03-28
鄂州,,1394,2020-03-28
黄石,,1015,2020-03-28
宜昌,,931,2020-03-28
恩施州,,252,2020-03-28
仙桃,,575,2020-03-28
天门,,496,2020-03-28
潜江,,198,2020-03-28
神农架,,11,2020-03-28
武汉,,50006,2020-03-29
黄冈,,2907,2020-03-29
孝感,,3518,2020-03-29
荆门,,928,2020-03-29
咸宁,,836,2020-03-29
荆州,,1580,2020-03-29
随州,,1307,2020-03-29
襄阳,,1175,2020-03-29
十堰,,672,2020-03-29
鄂州,,1394,2020-03-29
黄石,,1015,2020-03-29
宜昌,,931,2020-03-29
恩施州,,252,2020-03-29
仙桃,,575,2020-03-29
天门,,496,2020-03-29
潜江,,198,2020-03-29
神农架,,11,2020-03-29
武汉,,50006,2020-03-30
黄冈,,2907,2020-03-30
孝感,,3518,2020-03-30
荆门,,928,2020-03-30
咸宁,,836,2020-03-30
荆州,,1580,2020-03-30
随州,,1307,2020-03-30
襄阳,,1175,2020-03-30
十堰,,672,2020-03-30
鄂州,,1394,2020-03-30
黄石,,1015,2020-03-30
宜昌,,931,2020-03-30
恩施州,,252,2020-03-30
仙桃,,575,2020-03-30
天门,,496,2020-03-30
潜江,,198,2020-03-30
神农架,,11,2020-03-30
武汉,,50007,2020-03-31
黄冈,,2907,2020-03-31
孝感,,3518,2020-03-31
荆门,,928,2020-03-31
咸宁,,836,2020-03-31
荆州,,1580,2020-03-31
随州,,1307,2020-03-31
襄阳,,1175,2020-03-31
十堰,,672,2020-03-31
鄂州,,1394,2020-03-31
黄石,,1015,2020-03-31
宜昌,,931,2020-03-31
恩施州,,252,2020-03-31
仙桃,,575,2020-03-31
天门,,496,2020-03-31
潜江,,198,2020-03-31
神农架,,11,2020-03-31
武汉,,50007,2020-04-01
黄冈,,2907,2020-04-01
孝感,,3518,2020-04-01
荆门,,928,2020-04-01
咸宁,,836,2020-04-01
荆州,,1580,2020-04-01
随州,,1307,2020-04-01
襄阳,,1175,2020-04-01
十堰,,672,2020-04-01
鄂州,,1394,2020-04-01
黄石,,1015,2020-04-01
宜昌,,931,2020-04-01
恩施州,,252,2020-04-01
仙桃,,575,2020-04-01
天门,,496,2020-04-01
潜江,,198,2020-04-01
神农架,,11,2020-04-01
武汉,,50007,2020-04-02
黄冈,,2907,2020-04-02
孝感,,3518,2020-04-02
荆门,,928,2020-04-02
咸宁,,836,2020-04-02
荆州,,1580,2020-04-02
随州,,1307,2020-04-02
襄阳,,1175,2020-04-02
十堰,,672,2020-04-02
鄂州,,1394,2020-04-02
黄石,,1015,2020-04-02
宜昌,,931,2020-04-02
恩施州,,252,2020-04-02
仙桃,,575,2020-04-02
天门,,496,2020-04-02
潜江,,198,2020-04-02
神农架,,11,2020-04-02
武汉,,50008,2020-04-03
黄冈,,2907,2020-04-03
孝感,,3518,2020-04-03
荆门,,928,2020-04-03
咸宁,,836,2020-04-03
荆州,,1580,2020-04-03
随州,,1307,2020-04-03
襄阳,,1175,2020-04-03
十堰,,672,2020-04-03
鄂州,,1394,2020-04-03
黄石,,1015,2020-04-03
宜昌,,931,2020-04-03
恩施州,,252,2020-04-03
仙桃,,575,2020-04-03
天门,,496,2020-04-03
潜江,,198,2020-04-03
神农架,,11,2020-04-03
武汉,,50008,2020-04-04
黄冈,,2907,2020-04-04
孝感,,3518,2020-04-04
荆门,,928,2020-04-04
咸宁,,836,2020-04-04
荆州,,1580,2020-04-04
随州,,1307,2020-04-04
襄阳,,1175,2020-04-04
十堰,,672,2020-04-04
鄂州,,1394,2020-04-04
黄石,,1015,2020-04-04
宜昌,,931,2020-04-04
恩施州,,252,2020-04-04
仙桃,,575,2020-04-04
天门,,496,2020-04-04
潜江,,198,2020-04-04
神农架,,11,2020-04-04
武汉,,50008,2020-04-05
黄冈,,2907,2020-04-05
孝感,,3518,2020-04-05
荆门,,928,2020-04-05
咸宁,,836,2020-04-05
荆州,,1580,2020-04-05
随州,,1307,2020-04-05
襄阳,,1175,2020-04-05
十堰,,672,2020-04-05
鄂州,,1394,2020-04-05
黄石,,1015,2020-04-05
宜昌,,931,2020-04-05
恩施州,,252,2020-04-05
仙桃,,575,2020-04-05
天门,,496,2020-04-05
潜江,,198,2020-04-05
神农架,,11,2020-04-05
武汉,,50008,2020-04-06
黄冈,,2907,2020-04-06
孝感,,3518,2020-04-06
荆门,,928,2020-04-06
咸宁,,836,2020-04-06
荆州,,1580,2020-04-06
随州,,1307,2020-04-06
襄阳,,1175,2020-04-06
十堰,,672,2020-04-06
鄂州,,1394,2020-04-06
黄石,,1015,2020-04-06
宜昌,,931,2020-04-06
恩施州,,252,2020-04-06
仙桃,,575,2020-04-06
天门,,496,2020-04-06
潜江,,198,2020-04-06
神农架,,11,2020-04-06
武汉,,50008,2020-04-07
黄冈,,2907,2020-04-07
孝感,,3518,2020-04-07
荆门,,928,2020-04-07
咸宁,,836,2020-04-07
荆州,,1580,2020-04-07
随州,,1307,2020-04-07
襄阳,,1175,2020-04-07
十堰,,672,2020-04-07
鄂州,,1394,2020-04-07
黄石,,1015,2020-04-07
宜昌,,931,2020-04-07
恩施州,,252,2020-04-07
仙桃,,575,2020-04-07
天门,,496,2020-04-07
潜江,,198,2020-04-07
神农架,,11,2020-04-07
武汉,,50008,2020-04-08
黄冈,,2907,2020-04-08
孝感,,3518,2020-04-08
荆门,,928,2020-04-08
咸宁,,836,2020-04-08
荆州,,1580,2020-04-08
随州,,1307,2020-04-08
襄阳,,1175,2020-04-08
十堰,,672,2020-04-08
鄂州,,1394,2020-04-08
黄石,,1015,2020-04-08
宜昌,,931,2020-04-08
恩施州,,252,2020-04-08
仙桃,,575,2020-04-08
天门,,496,2020-04-08
潜江,,198,2020-04-08
神农架,,11,2020-04-08
武汉,,50008,2020-04-09
黄冈,,2907,2020-04-09
孝感,,3518,2020-04-09
荆门,,928,2020-04-09
咸宁,,836,2020-04-09
荆州,,1580,2020-04-09
随州,,1307,2020-04-09
襄阳,,1175,2020-04-09
十堰,,672,2020-04-09
鄂州,,1394,2020-04-09
黄石,,1015,2020-04-09
宜昌,,931,2020-04-09
恩施州,,252,2020-04-09
仙桃,,575,2020-04-09
天门,,496,2020-04-09
潜江,,198,2020-04-09
神农架,,11,2020-04-09
武汉,,50008,2020-04-10
黄冈,,2907,2020-04-10
孝感,,3518,2020-04-10
荆门,,928,2020-04-10
咸宁,,836,2020-04-10
荆州,,1580,2020-04-10
随州,,1307,2020-04-10
襄阳,,1175,2020-04-10
十堰,,672,2020-04-10
鄂州,,1394,2020-04-10
黄石,,1015,2020-04-10
宜昌,,931,2020-04-10
恩施州,,252,2020-04-10
仙桃,,575,2020-04-10
天门,,496,2020-04-10
潜江,,198,2020-04-10
神农架,,11,2020-04-10
武汉,,50008,2020-04-11
黄冈,,2907,2020-04-11
孝感,,3518,2020-04-11
荆门,,928,2020-04-11
咸宁,,836,2020-04-11
荆州,,1580,2020-04-11
随州,,1307,2020-04-11
襄阳,,1175,2020-04-11
十堰,,672,2020-04-11
鄂州,,1394,2020-04-11
黄石,,1015,2020-04-11
宜昌,,931,2020-04-11
恩施州,,252,2020-04-11
仙桃,,575,2020-04-11
天门,,496,2020-04-11
潜江,,198,2020-04-11
神农架,,11,2020-04-11
武汉,,50008,2020-04-12
黄冈,,2907,2020-04-12
孝感,,3518,2020-04-12
荆门,,928,2020-04-12
咸宁,,836,2020-04-12
荆州,,1580,2020-04-12
随州,,1307,2020-04-12
襄阳,,1175,2020-04-12
十堰,,672,2020-04-12
鄂州,,1394,2020-04-12
黄石,,1015,2020-04-12
宜昌,,931,2020-04-12
恩施州,,252,2020-04-12
仙桃,,575,2020-04-12
天门,,496,2020-04-12
潜江,,198,2020-04-12
神农架,,11,2020-04-12
武汉,,50008,2020-04-13
黄冈,,2907,2020-04-13
孝感,,3518,2020-04-13
荆门,,928,2020-04-13
咸宁,,836,2020-04-13
荆州,,1580,2020-04-13
随州,,1307,2020-04-13
襄阳,,1175,2020-04-13
十堰,,672,2020-04-13
鄂州,,1394,2020-04-13
黄石,,1015,2020-04-13
宜昌,,931,2020-04-13
恩施州,,252,2020-04-13
仙桃,,575,2020-04-13
天门,,496,2020-04-13
潜江,,198,2020-04-13
神农架,,11,2020-04-13
