name,type,value,date
福建,,293,2020-02-20
江西,,934,2020-02-20
山东,,748,2020-02-20
河南,,1267,2020-02-20
湖北,,63088,2020-02-20
湖南,,1011,2020-02-20
广东,,1333,2020-02-20
广西,,246,2020-02-20
海南,,168,2020-02-20
重庆,,567,2020-02-20
四川,,525,2020-02-20
贵州,,146,2020-02-20
云南,,174,2020-02-20
西藏,,1,2020-02-20
陕西,,245,2020-02-20
甘肃,,91,2020-02-20
青海,,18,2020-02-20
宁夏,,71,2020-02-20
新疆,,76,2020-02-20
中国香港,,68,2020-02-20
中国澳门,,10,2020-02-20
中国台湾,,24,2020-02-20
北京,,399,2020-02-21
天津,,133,2020-02-21
河北,,309,2020-02-21
山西,,132,2020-02-21
内蒙古,,75,2020-02-21
辽宁,,121,2020-02-21
吉林,,91,2020-02-21
黑龙江,,479,2020-02-21
上海,,334,2020-02-21
江苏,,631,2020-02-21
浙江,,1205,2020-02-21
安徽,,989,2020-02-21
福建,,293,2020-02-21
江西,,934,2020-02-21
山东,,750,2020-02-21
河南,,1270,2020-02-21
湖北,,63454,2020-02-21
湖南,,1013,2020-02-21
广东,,1339,2020-02-21
广西,,249,2020-02-21
海南,,168,2020-02-21
重庆,,572,2020-02-21
四川,,526,2020-02-21
贵州,,146,2020-02-21
云南,,174,2020-02-21
西藏,,1,2020-02-21
陕西,,245,2020-02-21
甘肃,,91,2020-02-21
青海,,18,2020-02-21
宁夏,,71,2020-02-21
新疆,,76,2020-02-21
中国香港,,68,2020-02-21
中国澳门,,10,2020-02-21
中国台湾,,26,2020-02-21
北京,,399,2020-02-22
天津,,135,2020-02-22
河北,,311,2020-02-22
山西,,132,2020-02-22
内蒙古,,75,2020-02-22
辽宁,,121,2020-02-22
吉林,,91,2020-02-22
黑龙江,,480,2020-02-22
上海,,335,2020-02-22
江苏,,631,2020-02-22
浙江,,1205,2020-02-22
安徽,,989,2020-02-22
福建,,293,2020-02-22
江西,,934,2020-02-22
山东,,754,2020-02-22
河南,,1271,2020-02-22
湖北,,63889,2020-02-22
湖南,,1016,2020-02-22
广东,,1342,2020-02-22
广西,,249,2020-02-22
海南,,168,2020-02-22
重庆,,573,2020-02-22
四川,,526,2020-02-22
贵州,,146,2020-02-22
云南,,174,2020-02-22
西藏,,1,2020-02-22
陕西,,245,2020-02-22
甘肃,,91,2020-02-22
青海,,18,2020-02-22
宁夏,,71,2020-02-22
新疆,,76,2020-02-22
中国香港,,69,2020-02-22
中国澳门,,10,2020-02-22
中国台湾,,26,2020-02-22
北京,,399,2020-02-23
天津,,135,2020-02-23
河北,,311,2020-02-23
山西,,132,2020-02-23
内蒙古,,75,2020-02-23
辽宁,,121,2020-02-23
吉林,,93,2020-02-23
黑龙江,,480,2020-02-23
上海,,335,2020-02-23
江苏,,631,2020-02-23
浙江,,1205,2020-02-23
安徽,,989,2020-02-23
福建,,293,2020-02-23
江西,,934,2020-02-23
山东,,755,2020-02-23
河南,,1271,2020-02-23
湖北,,64287,2020-02-23
湖南,,1016,2020-02-23
广东,,1345,2020-02-23
广西,,251,2020-02-23
海南,,168,2020-02-23
重庆,,575,2020-02-23
四川,,527,2020-02-23
贵州,,146,2020-02-23
云南,,174,2020-02-23
西藏,,1,2020-02-23
陕西,,245,2020-02-23
甘肃,,91,2020-02-23
青海,,18,2020-02-23
宁夏,,71,2020-02-23
新疆,,76,2020-02-23
中国香港,,74,2020-02-23
中国澳门,,10,2020-02-23
中国台湾,,28,2020-02-23
北京,,400,2020-02-24
天津,,135,2020-02-24
河北,,311,2020-02-24
山西,,133,2020-02-24
内蒙古,,75,2020-02-24
辽宁,,121,2020-02-24
吉林,,93,2020-02-24
黑龙江,,480,2020-02-24
上海,,335,2020-02-24
江苏,,631,2020-02-24
浙江,,1205,2020-02-24
安徽,,989,2020-02-24
福建,,294,2020-02-24
江西,,934,2020-02-24
山东,,755,2020-02-24
河南,,1271,2020-02-24
湖北,,64786,2020-02-24
湖南,,1016,2020-02-24
广东,,1347,2020-02-24
广西,,252,2020-02-24
海南,,168,2020-02-24
重庆,,576,2020-02-24
四川,,529,2020-02-24
贵州,,146,2020-02-24
云南,,174,2020-02-24
西藏,,1,2020-02-24
陕西,,245,2020-02-24
甘肃,,91,2020-02-24
青海,,18,2020-02-24
宁夏,,71,2020-02-24
新疆,,76,2020-02-24
中国香港,,81,2020-02-24
中国澳门,,10,2020-02-24
中国台湾,,30,2020-02-24
北京,,400,2020-02-25
天津,,135,2020-02-25
河北,,312,2020-02-25
山西,,133,2020-02-25
内蒙古,,75,2020-02-25
辽宁,,121,2020-02-25
吉林,,93,2020-02-25
黑龙江,,480,2020-02-25
上海,,336,2020-02-25
江苏,,631,2020-02-25
浙江,,1205,2020-02-25
安徽,,989,2020-02-25
福建,,294,2020-02-25
江西,,934,2020-02-25
山东,,756,2020-02-25
河南,,1271,2020-02-25
湖北,,65187,2020-02-25
湖南,,1016,2020-02-25
广东,,1347,2020-02-25
广西,,252,2020-02-25
海南,,168,2020-02-25
重庆,,576,2020-02-25
四川,,531,2020-02-25
贵州,,146,2020-02-25
云南,,174,2020-02-25
西藏,,1,2020-02-25
陕西,,245,2020-02-25
甘肃,,91,2020-02-25
青海,,18,2020-02-25
宁夏,,71,2020-02-25
新疆,,76,2020-02-25
中国香港,,85,2020-02-25
中国澳门,,10,2020-02-25
中国台湾,,31,2020-02-25
北京,,410,2020-02-26
天津,,135,2020-02-26
河北,,317,2020-02-26
山西,,133,2020-02-26
内蒙古,,75,2020-02-26
辽宁,,121,2020-02-26
吉林,,93,2020-02-26
黑龙江,,480,2020-02-26
上海,,337,2020-02-26
江苏,,631,2020-02-26
浙江,,1205,2020-02-26
安徽,,989,2020-02-26
福建,,296,2020-02-26
江西,,934,2020-02-26
山东,,756,2020-02-26
河南,,1272,2020-02-26
湖北,,65596,2020-02-26
湖南,,1017,2020-02-26
广东,,1347,2020-02-26
广西,,252,2020-02-26
海南,,168,2020-02-26
重庆,,576,2020-02-26
四川,,534,2020-02-26
贵州,,146,2020-02-26
云南,,174,2020-02-26
西藏,,1,2020-02-26
陕西,,245,2020-02-26
甘肃,,91,2020-02-26
青海,,18,2020-02-26
宁夏,,72,2020-02-26
新疆,,76,2020-02-26
中国香港,,91,2020-02-26
中国澳门,,10,2020-02-26
中国台湾,,32,2020-02-26
北京,,410,2020-02-27
天津,,136,2020-02-27
河北,,318,2020-02-27
山西,,133,2020-02-27
内蒙古,,75,2020-02-27
辽宁,,121,2020-02-27
吉林,,93,2020-02-27
黑龙江,,480,2020-02-27
上海,,337,2020-02-27
江苏,,631,2020-02-27
浙江,,1205,2020-02-27
安徽,,990,2020-02-27
福建,,296,2020-02-27
江西,,935,2020-02-27
山东,,756,2020-02-27
河南,,1272,2020-02-27
湖北,,65914,2020-02-27
湖南,,1017,2020-02-27
广东,,1348,2020-02-27
广西,,252,2020-02-27
海南,,168,2020-02-27
重庆,,576,2020-02-27
四川,,538,2020-02-27
贵州,,146,2020-02-27
云南,,174,2020-02-27
西藏,,1,2020-02-27
陕西,,245,2020-02-27
甘肃,,91,2020-02-27
青海,,18,2020-02-27
宁夏,,72,2020-02-27
新疆,,76,2020-02-27
中国香港,,93,2020-02-27
中国澳门,,10,2020-02-27
中国台湾,,32,2020-02-27
北京,,411,2020-02-28
天津,,136,2020-02-28
河北,,318,2020-02-28
山西,,133,2020-02-28
内蒙古,,75,2020-02-28
辽宁,,121,2020-02-28
吉林,,93,2020-02-28
黑龙江,,480,2020-02-28
上海,,337,2020-02-28
江苏,,631,2020-02-28
浙江,,1205,2020-02-28
安徽,,990,2020-02-28
福建,,296,2020-02-28
江西,,935,2020-02-28
山东,,756,2020-02-28
河南,,1272,2020-02-28
湖北,,66337,2020-02-28
湖南,,1018,2020-02-28
广东,,1349,2020-02-28
广西,,252,2020-02-28
海南,,168,2020-02-28
重庆,,576,2020-02-28
四川,,538,2020-02-28
贵州,,146,2020-02-28
云南,,174,2020-02-28
西藏,,1,2020-02-28
陕西,,245,2020-02-28
甘肃,,91,2020-02-28
青海,,18,2020-02-28
宁夏,,73,2020-02-28
新疆,,76,2020-02-28
中国香港,,94,2020-02-28
中国澳门,,10,2020-02-28
中国台湾,,34,2020-02-28
北京,,413,2020-02-29
天津,,136,2020-02-29
河北,,318,2020-02-29
山西,,133,2020-02-29
内蒙古,,75,2020-02-29
辽宁,,122,2020-02-29
吉林,,93,2020-02-29
黑龙江,,480,2020-02-29
上海,,337,2020-02-29
江苏,,631,2020-02-29
浙江,,1205,2020-02-29
安徽,,990,2020-02-29
福建,,296,2020-02-29
江西,,935,2020-02-29
山东,,756,2020-02-29
河南,,1272,2020-02-29
湖北,,66907,2020-02-29
湖南,,1018,2020-02-29
广东,,1349,2020-02-29
广西,,252,2020-02-29
海南,,168,2020-02-29
重庆,,576,2020-02-29
四川,,538,2020-02-29
贵州,,146,2020-02-29
云南,,174,2020-02-29
西藏,,1,2020-02-29
陕西,,245,2020-02-29
甘肃,,91,2020-02-29
青海,,18,2020-02-29
宁夏,,73,2020-02-29
新疆,,76,2020-02-29
中国香港,,95,2020-02-29
中国澳门,,10,2020-02-29
中国台湾,,39,2020-02-29
北京,,414,2020-03-01
天津,,136,2020-03-01
河北,,318,2020-03-01
山西,,133,2020-03-01
内蒙古,,75,2020-03-01
辽宁,,122,2020-03-01
吉林,,93,2020-03-01
黑龙江,,480,2020-03-01
上海,,337,2020-03-01
江苏,,631,2020-03-01
浙江,,1206,2020-03-01
安徽,,990,2020-03-01
福建,,296,2020-03-01
江西,,935,2020-03-01
山东,,758,2020-03-01
河南,,1272,2020-03-01
湖北,,67103,2020-03-01
湖南,,1018,2020-03-01
广东,,1350,2020-03-01
广西,,252,2020-03-01
海南,,168,2020-03-01
重庆,,576,2020-03-01
四川,,538,2020-03-01
贵州,,146,2020-03-01
云南,,174,2020-03-01
西藏,,1,2020-03-01
陕西,,245,2020-03-01
甘肃,,91,2020-03-01
青海,,18,2020-03-01
宁夏,,74,2020-03-01
新疆,,76,2020-03-01
中国香港,,98,2020-03-01
中国澳门,,10,2020-03-01
中国台湾,,40,2020-03-01
北京,,414,2020-03-02
天津,,136,2020-03-02
河北,,318,2020-03-02
山西,,133,2020-03-02
内蒙古,,75,2020-03-02
辽宁,,125,2020-03-02
吉林,,93,2020-03-02
黑龙江,,480,2020-03-02
上海,,338,2020-03-02
江苏,,631,2020-03-02
浙江,,1213,2020-03-02
安徽,,990,2020-03-02
福建,,296,2020-03-02
江西,,935,2020-03-02
山东,,758,2020-03-02
河南,,1272,2020-03-02
湖北,,67217,2020-03-02
湖南,,1018,2020-03-02
广东,,1350,2020-03-02
广西,,252,2020-03-02
海南,,168,2020-03-02
重庆,,576,2020-03-02
四川,,538,2020-03-02
贵州,,146,2020-03-02
云南,,174,2020-03-02
西藏,,1,2020-03-02
陕西,,245,2020-03-02
甘肃,,91,2020-03-02
青海,,18,2020-03-02
宁夏,,74,2020-03-02
新疆,,76,2020-03-02
中国香港,,100,2020-03-02
中国澳门,,10,2020-03-02
中国台湾,,41,2020-03-02
北京,,417,2020-03-03
天津,,136,2020-03-03
河北,,318,2020-03-03
山西,,133,2020-03-03
内蒙古,,75,2020-03-03
辽宁,,125,2020-03-03
吉林,,93,2020-03-03
黑龙江,,480,2020-03-03
上海,,338,2020-03-03
江苏,,631,2020-03-03
浙江,,1213,2020-03-03
安徽,,990,2020-03-03
福建,,296,2020-03-03
江西,,935,2020-03-03
山东,,758,2020-03-03
河南,,1272,2020-03-03
湖北,,67332,2020-03-03
湖南,,1018,2020-03-03
广东,,1350,2020-03-03
广西,,252,2020-03-03
海南,,168,2020-03-03
重庆,,576,2020-03-03
四川,,538,2020-03-03
贵州,,146,2020-03-03
云南,,174,2020-03-03
西藏,,1,2020-03-03
陕西,,245,2020-03-03
甘肃,,91,2020-03-03
青海,,18,2020-03-03
宁夏,,75,2020-03-03
新疆,,76,2020-03-03
中国香港,,100,2020-03-03
中国澳门,,10,2020-03-03
中国台湾,,42,2020-03-03
北京,,418,2020-03-04
天津,,136,2020-03-04
河北,,318,2020-03-04
山西,,133,2020-03-04
内蒙古,,75,2020-03-04
辽宁,,125,2020-03-04
吉林,,93,2020-03-04
黑龙江,,481,2020-03-04
上海,,338,2020-03-04
江苏,,631,2020-03-04
浙江,,1215,2020-03-04
安徽,,990,2020-03-04
福建,,296,2020-03-04
江西,,935,2020-03-04
山东,,758,2020-03-04
河南,,1272,2020-03-04
湖北,,67466,2020-03-04
湖南,,1018,2020-03-04
广东,,1350,2020-03-04
广西,,252,2020-03-04
海南,,168,2020-03-04
重庆,,576,2020-03-04
四川,,539,2020-03-04
贵州,,146,2020-03-04
云南,,174,2020-03-04
西藏,,1,2020-03-04
陕西,,245,2020-03-04
甘肃,,91,2020-03-04
青海,,18,2020-03-04
宁夏,,75,2020-03-04
新疆,,76,2020-03-04
中国香港,,104,2020-03-04
中国澳门,,10,2020-03-04
中国台湾,,42,2020-03-04
北京,,422,2020-03-05
天津,,136,2020-03-05
河北,,318,2020-03-05
山西,,133,2020-03-05
内蒙古,,75,2020-03-05
辽宁,,125,2020-03-05
吉林,,93,2020-03-05
黑龙江,,481,2020-03-05
上海,,339,2020-03-05
江苏,,631,2020-03-05
浙江,,1215,2020-03-05
安徽,,990,2020-03-05
福建,,296,2020-03-05
江西,,935,2020-03-05
山东,,758,2020-03-05
河南,,1272,2020-03-05
湖北,,67592,2020-03-05
湖南,,1018,2020-03-05
广东,,1351,2020-03-05
广西,,252,2020-03-05
海南,,168,2020-03-05
重庆,,576,2020-03-05
四川,,539,2020-03-05
贵州,,146,2020-03-05
云南,,174,2020-03-05
西藏,,1,2020-03-05
陕西,,245,2020-03-05
甘肃,,102,2020-03-05
青海,,18,2020-03-05
宁夏,,75,2020-03-05
新疆,,76,2020-03-05
中国香港,,104,2020-03-05
中国澳门,,10,2020-03-05
中国台湾,,44,2020-03-05
北京,,426,2020-03-06
天津,,136,2020-03-06
河北,,318,2020-03-06
山西,,133,2020-03-06
内蒙古,,75,2020-03-06
辽宁,,125,2020-03-06
吉林,,93,2020-03-06
黑龙江,,481,2020-03-06
上海,,342,2020-03-06
江苏,,631,2020-03-06
浙江,,1215,2020-03-06
安徽,,990,2020-03-06
福建,,296,2020-03-06
江西,,935,2020-03-06
山东,,758,2020-03-06
河南,,1272,2020-03-06
湖北,,67666,2020-03-06
湖南,,1018,2020-03-06
广东,,1352,2020-03-06
广西,,252,2020-03-06
海南,,168,2020-03-06
重庆,,576,2020-03-06
四川,,539,2020-03-06
贵州,,146,2020-03-06
云南,,174,2020-03-06
西藏,,1,2020-03-06
陕西,,245,2020-03-06
甘肃,,119,2020-03-06
青海,,18,2020-03-06
宁夏,,75,2020-03-06
新疆,,76,2020-03-06
中国香港,,107,2020-03-06
中国澳门,,10,2020-03-06
中国台湾,,45,2020-03-06
北京,,428,2020-03-07
天津,,136,2020-03-07
河北,,318,2020-03-07
山西,,133,2020-03-07
内蒙古,,75,2020-03-07
辽宁,,125,2020-03-07
吉林,,93,2020-03-07
黑龙江,,481,2020-03-07
上海,,342,2020-03-07
江苏,,631,2020-03-07
浙江,,1215,2020-03-07
安徽,,990,2020-03-07
福建,,296,2020-03-07
江西,,935,2020-03-07
山东,,758,2020-03-07
河南,,1272,2020-03-07
湖北,,67707,2020-03-07
湖南,,1018,2020-03-07
广东,,1352,2020-03-07
广西,,252,2020-03-07
海南,,168,2020-03-07
重庆,,576,2020-03-07
四川,,539,2020-03-07
贵州,,146,2020-03-07
云南,,174,2020-03-07
西藏,,1,2020-03-07
陕西,,245,2020-03-07
甘肃,,120,2020-03-07
青海,,18,2020-03-07
宁夏,,75,2020-03-07
新疆,,76,2020-03-07
中国香港,,109,2020-03-07
中国澳门,,10,2020-03-07
中国台湾,,45,2020-03-07
北京,,428,2020-03-08
天津,,136,2020-03-08
河北,,318,2020-03-08
山西,,133,2020-03-08
内蒙古,,75,2020-03-08
辽宁,,125,2020-03-08
吉林,,93,2020-03-08
黑龙江,,481,2020-03-08
上海,,342,2020-03-08
江苏,,631,2020-03-08
浙江,,1215,2020-03-08
安徽,,990,2020-03-08
福建,,296,2020-03-08
江西,,935,2020-03-08
山东,,758,2020-03-08
河南,,1272,2020-03-08
湖北,,67743,2020-03-08
湖南,,1018,2020-03-08
广东,,1352,2020-03-08
广西,,252,2020-03-08
海南,,168,2020-03-08
重庆,,576,2020-03-08
四川,,539,2020-03-08
贵州,,146,2020-03-08
云南,,174,2020-03-08
西藏,,1,2020-03-08
陕西,,245,2020-03-08
甘肃,,124,2020-03-08
青海,,18,2020-03-08
宁夏,,75,2020-03-08
新疆,,76,2020-03-08
中国香港,,114,2020-03-08
中国澳门,,10,2020-03-08
中国台湾,,45,2020-03-08
北京,,429,2020-03-09
天津,,136,2020-03-09
河北,,318,2020-03-09
山西,,133,2020-03-09
内蒙古,,75,2020-03-09
辽宁,,125,2020-03-09
吉林,,93,2020-03-09
黑龙江,,481,2020-03-09
上海,,342,2020-03-09
江苏,,631,2020-03-09
浙江,,1215,2020-03-09
安徽,,990,2020-03-09
福建,,296,2020-03-09
江西,,935,2020-03-09
山东,,758,2020-03-09
河南,,1272,2020-03-09
湖北,,67760,2020-03-09
湖南,,1018,2020-03-09
广东,,1353,2020-03-09
广西,,252,2020-03-09
海南,,168,2020-03-09
重庆,,576,2020-03-09
四川,,539,2020-03-09
贵州,,146,2020-03-09
云南,,174,2020-03-09
西藏,,1,2020-03-09
陕西,,245,2020-03-09
甘肃,,124,2020-03-09
青海,,18,2020-03-09
宁夏,,75,2020-03-09
新疆,,76,2020-03-09
中国香港,,115,2020-03-09
中国澳门,,10,2020-03-09
中国台湾,,45,2020-03-09
北京,,435,2020-03-10
天津,,136,2020-03-10
河北,,318,2020-03-10
山西,,133,2020-03-10
内蒙古,,75,2020-03-10
辽宁,,125,2020-03-10
吉林,,93,2020-03-10
黑龙江,,482,2020-03-10
上海,,344,2020-03-10
江苏,,631,2020-03-10
浙江,,1215,2020-03-10
安徽,,990,2020-03-10
福建,,296,2020-03-10
江西,,935,2020-03-10
山东,,759,2020-03-10
河南,,1272,2020-03-10
湖北,,67773,2020-03-10
湖南,,1018,2020-03-10
广东,,1353,2020-03-10
广西,,252,2020-03-10
海南,,168,2020-03-10
重庆,,576,2020-03-10
四川,,539,2020-03-10
贵州,,146,2020-03-10
云南,,174,2020-03-10
西藏,,1,2020-03-10
陕西,,245,2020-03-10
甘肃,,125,2020-03-10
青海,,18,2020-03-10
宁夏,,75,2020-03-10
新疆,,76,2020-03-10
中国香港,,120,2020-03-10
中国澳门,,10,2020-03-10
中国台湾,,47,2020-03-10
北京,,435,2020-03-11
天津,,136,2020-03-11
河北,,318,2020-03-11
山西,,133,2020-03-11
内蒙古,,75,2020-03-11
辽宁,,125,2020-03-11
吉林,,93,2020-03-11
黑龙江,,482,2020-03-11
上海,,344,2020-03-11
江苏,,631,2020-03-11
浙江,,1215,2020-03-11
安徽,,990,2020-03-11
福建,,296,2020-03-11
江西,,935,2020-03-11
山东,,760,2020-03-11
河南,,1273,2020-03-11
湖北,,67781,2020-03-11
湖南,,1018,2020-03-11
广东,,1356,2020-03-11
广西,,252,2020-03-11
海南,,168,2020-03-11
重庆,,576,2020-03-11
四川,,539,2020-03-11
贵州,,146,2020-03-11
云南,,174,2020-03-11
西藏,,1,2020-03-11
陕西,,245,2020-03-11
甘肃,,127,2020-03-11
青海,,18,2020-03-11
宁夏,,75,2020-03-11
新疆,,76,2020-03-11
中国香港,,129,2020-03-11
中国澳门,,10,2020-03-11
中国台湾,,48,2020-03-11
北京,,436,2020-03-12
天津,,136,2020-03-12
河北,,318,2020-03-12
山西,,133,2020-03-12
内蒙古,,75,2020-03-12
辽宁,,125,2020-03-12
吉林,,93,2020-03-12
黑龙江,,482,2020-03-12
上海,,346,2020-03-12
江苏,,631,2020-03-12
浙江,,1215,2020-03-12
安徽,,990,2020-03-12
福建,,296,2020-03-12
江西,,935,2020-03-12
山东,,760,2020-03-12
河南,,1273,2020-03-12
湖北,,67786,2020-03-12
湖南,,1018,2020-03-12
广东,,1356,2020-03-12
广西,,252,2020-03-12
海南,,168,2020-03-12
重庆,,576,2020-03-12
四川,,539,2020-03-12
贵州,,146,2020-03-12
云南,,174,2020-03-12
西藏,,1,2020-03-12
陕西,,245,2020-03-12
甘肃,,127,2020-03-12
青海,,18,2020-03-12
宁夏,,75,2020-03-12
新疆,,76,2020-03-12
中国香港,,131,2020-03-12
中国澳门,,10,2020-03-12
中国台湾,,49,2020-03-12
北京,,437,2020-03-13
天津,,136,2020-03-13
河北,,318,2020-03-13
山西,,133,2020-03-13
内蒙古,,75,2020-03-13
辽宁,,125,2020-03-13
吉林,,93,2020-03-13
黑龙江,,482,2020-03-13
上海,,350,2020-03-13
江苏,,631,2020-03-13
浙江,,1227,2020-03-13
安徽,,990,2020-03-13
福建,,296,2020-03-13
江西,,935,2020-03-13
山东,,760,2020-03-13
河南,,1273,2020-03-13
湖北,,67790,2020-03-13
湖南,,1018,2020-03-13
广东,,1356,2020-03-13
广西,,252,2020-03-13
海南,,168,2020-03-13
重庆,,576,2020-03-13
四川,,539,2020-03-13
贵州,,146,2020-03-13
云南,,174,2020-03-13
西藏,,1,2020-03-13
陕西,,245,2020-03-13
甘肃,,129,2020-03-13
青海,,18,2020-03-13
宁夏,,75,2020-03-13
新疆,,76,2020-03-13
中国香港,,137,2020-03-13
中国澳门,,10,2020-03-13
中国台湾,,50,2020-03-13
北京,,442,2020-03-14
天津,,136,2020-03-14
河北,,318,2020-03-14
山西,,133,2020-03-14
内蒙古,,75,2020-03-14
辽宁,,125,2020-03-14
吉林,,93,2020-03-14
黑龙江,,482,2020-03-14
上海,,353,2020-03-14
江苏,,631,2020-03-14
浙江,,1231,2020-03-14
安徽,,990,2020-03-14
福建,,296,2020-03-14
江西,,935,2020-03-14
山东,,760,2020-03-14
河南,,1273,2020-03-14
湖北,,67794,2020-03-14
湖南,,1018,2020-03-14
广东,,1357,2020-03-14
广西,,252,2020-03-14
海南,,168,2020-03-14
重庆,,576,2020-03-14
四川,,539,2020-03-14
贵州,,146,2020-03-14
云南,,174,2020-03-14
西藏,,1,2020-03-14
陕西,,245,2020-03-14
甘肃,,132,2020-03-14
青海,,18,2020-03-14
宁夏,,75,2020-03-14
新疆,,76,2020-03-14
中国香港,,141,2020-03-14
中国澳门,,10,2020-03-14
中国台湾,,53,2020-03-14
北京,,446,2020-03-15
天津,,136,2020-03-15
河北,,318,2020-03-15
山西,,133,2020-03-15
内蒙古,,75,2020-03-15
辽宁,,125,2020-03-15
吉林,,93,2020-03-15
黑龙江,,482,2020-03-15
上海,,355,2020-03-15
江苏,,631,2020-03-15
浙江,,1231,2020-03-15
安徽,,990,2020-03-15
福建,,296,2020-03-15
江西,,935,2020-03-15
山东,,760,2020-03-15
河南,,1273,2020-03-15
湖北,,67798,2020-03-15
湖南,,1018,2020-03-15
广东,,1361,2020-03-15
广西,,252,2020-03-15
海南,,168,2020-03-15
重庆,,576,2020-03-15
四川,,539,2020-03-15
贵州,,146,2020-03-15
云南,,175,2020-03-15
西藏,,1,2020-03-15
陕西,,245,2020-03-15
甘肃,,133,2020-03-15
青海,,18,2020-03-15
宁夏,,75,2020-03-15
新疆,,76,2020-03-15
中国香港,,148,2020-03-15
中国澳门,,10,2020-03-15
中国台湾,,59,2020-03-15
北京,,455,2020-03-16
天津,,136,2020-03-16
河北,,318,2020-03-16
山西,,133,2020-03-16
内蒙古,,75,2020-03-16
辽宁,,125,2020-03-16
吉林,,93,2020-03-16
黑龙江,,482,2020-03-16
上海,,358,2020-03-16
江苏,,631,2020-03-16
浙江,,1232,2020-03-16
安徽,,990,2020-03-16
福建,,296,2020-03-16
江西,,935,2020-03-16
山东,,761,2020-03-16
河南,,1273,2020-03-16
湖北,,67799,2020-03-16
湖南,,1018,2020-03-16
广东,,1364,2020-03-16
广西,,253,2020-03-16
海南,,168,2020-03-16
重庆,,576,2020-03-16
四川,,539,2020-03-16
贵州,,146,2020-03-16
云南,,176,2020-03-16
西藏,,1,2020-03-16
陕西,,246,2020-03-16
甘肃,,133,2020-03-16
青海,,18,2020-03-16
宁夏,,75,2020-03-16
新疆,,76,2020-03-16
中国香港,,157,2020-03-16
中国澳门,,11,2020-03-16
中国台湾,,67,2020-03-16
北京,,458,2020-03-17
天津,,136,2020-03-17
河北,,318,2020-03-17
山西,,133,2020-03-17
内蒙古,,75,2020-03-17
辽宁,,125,2020-03-17
吉林,,93,2020-03-17
黑龙江,,482,2020-03-17
上海,,361,2020-03-17
江苏,,631,2020-03-17
浙江,,1232,2020-03-17
安徽,,990,2020-03-17
福建,,296,2020-03-17
江西,,935,2020-03-17
山东,,761,2020-03-17
河南,,1273,2020-03-17
湖北,,67800,2020-03-17
湖南,,1018,2020-03-17
广东,,1369,2020-03-17
广西,,253,2020-03-17
海南,,168,2020-03-17
重庆,,576,2020-03-17
四川,,540,2020-03-17
贵州,,146,2020-03-17
云南,,176,2020-03-17
西藏,,1,2020-03-17
陕西,,246,2020-03-17
甘肃,,133,2020-03-17
青海,,18,2020-03-17
宁夏,,75,2020-03-17
新疆,,76,2020-03-17
中国香港,,167,2020-03-17
中国澳门,,13,2020-03-17
中国台湾,,77,2020-03-17
北京,,479,2020-03-18
天津,,136,2020-03-18
河北,,318,2020-03-18
山西,,133,2020-03-18
内蒙古,,75,2020-03-18
辽宁,,125,2020-03-18
吉林,,93,2020-03-18
黑龙江,,483,2020-03-18
上海,,363,2020-03-18
江苏,,631,2020-03-18
浙江,,1233,2020-03-18
安徽,,990,2020-03-18
福建,,296,2020-03-18
江西,,935,2020-03-18
山东,,761,2020-03-18
河南,,1273,2020-03-18
湖北,,67800,2020-03-18
湖南,,1018,2020-03-18
广东,,1378,2020-03-18
广西,,253,2020-03-18
海南,,168,2020-03-18
重庆,,576,2020-03-18
四川,,540,2020-03-18
贵州,,146,2020-03-18
云南,,176,2020-03-18
西藏,,1,2020-03-18
陕西,,246,2020-03-18
甘肃,,133,2020-03-18
青海,,18,2020-03-18
宁夏,,75,2020-03-18
新疆,,76,2020-03-18
中国香港,,192,2020-03-18
中国澳门,,15,2020-03-18
中国台湾,,100,2020-03-18
北京,,485,2020-03-19
天津,,137,2020-03-19
河北,,318,2020-03-19
山西,,133,2020-03-19
内蒙古,,75,2020-03-19
辽宁,,126,2020-03-19
吉林,,93,2020-03-19
黑龙江,,484,2020-03-19
上海,,371,2020-03-19
江苏,,631,2020-03-19
浙江,,1234,2020-03-19
安徽,,990,2020-03-19
福建,,299,2020-03-19
江西,,935,2020-03-19
山东,,762,2020-03-19
河南,,1273,2020-03-19
湖北,,67800,2020-03-19
湖南,,1018,2020-03-19
广东,,1392,2020-03-19
广西,,254,2020-03-19
海南,,168,2020-03-19
重庆,,576,2020-03-19
四川,,541,2020-03-19
贵州,,146,2020-03-19
云南,,176,2020-03-19
西藏,,1,2020-03-19
陕西,,246,2020-03-19
甘肃,,134,2020-03-19
青海,,18,2020-03-19
宁夏,,75,2020-03-19
新疆,,76,2020-03-19
中国香港,,208,2020-03-19
中国澳门,,17,2020-03-19
中国台湾,,108,2020-03-19
北京,,499,2020-03-20
天津,,137,2020-03-20
河北,,318,2020-03-20
山西,,133,2020-03-20
内蒙古,,75,2020-03-20
辽宁,,126,2020-03-20
吉林,,93,2020-03-20
黑龙江,,484,2020-03-20
上海,,380,2020-03-20
江苏,,631,2020-03-20
浙江,,1236,2020-03-20
安徽,,990,2020-03-20
福建,,303,2020-03-20
江西,,935,2020-03-20
山东,,764,2020-03-20
河南,,1273,2020-03-20
湖北,,67800,2020-03-20
湖南,,1018,2020-03-20
广东,,1399,2020-03-20
广西,,254,2020-03-20
海南,,168,2020-03-20
